,Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
2379,18,female,32668,doctorate,4,hiking,4388,suburban,111,8,spring,0,1,0
35671,66,male,32236,high school,6,swimming,706,urban,54,282,summer,1,1,0
43527,29,female,82463,master,8,swimming,939,urban,171,295,summer,0,0,0
44352,36,non-binary,38507,doctorate,0,sunbathing,1408,urban,110,168,winter,1,0,0
33956,34,non-binary,56682,doctorate,1,swimming,4799,rural,108,235,fall,1,1,0
49806,28,non-binary,36691,master,8,skiing,4862,urban,14,20,fall,1,0,1
45955,35,male,63815,doctorate,6,sunbathing,4886,urban,25,255,winter,0,0,0
3117,63,female,102946,high school,3,swimming,2902,rural,112,203,fall,1,1,0
47171,64,non-binary,49018,master,8,sunbathing,3694,suburban,57,43,summer,0,0,0
15289,50,non-binary,53725,bachelor,2,swimming,1697,urban,84,68,summer,1,1,0
32144,31,male,71672,doctorate,0,hiking,759,rural,24,155,spring,1,1,1
5511,48,non-binary,38311,master,7,hiking,1061,suburban,144,26,winter,1,0,0
46676,37,female,87419,doctorate,4,sunbathing,2521,rural,54,2,spring,0,1,0
47520,19,male,21016,bachelor,2,hiking,1799,suburban,153,275,fall,1,0,1
11519,57,non-binary,101891,bachelor,2,sunbathing,1908,urban,67,165,winter,1,0,0
45164,42,female,32910,bachelor,4,swimming,3227,urban,35,130,spring,0,0,0
20025,67,male,103690,master,1,sunbathing,916,suburban,49,139,fall,0,1,0
16988,37,non-binary,84072,high school,2,skiing,3940,urban,37,28,winter,0,0,0
48676,26,non-binary,58191,master,3,hiking,1724,rural,79,262,summer,0,1,1
11359,57,female,68765,bachelor,2,swimming,1005,suburban,283,23,summer,0,0,0
15704,44,non-binary,73042,bachelor,4,hiking,3665,suburban,37,57,summer,1,1,1
30053,67,non-binary,30820,doctorate,1,hiking,4121,suburban,230,90,fall,0,0,0
44829,32,male,113781,master,6,skiing,905,urban,24,174,winter,1,0,1
7742,57,non-binary,29359,high school,2,swimming,4970,rural,12,4,summer,0,0,0
14353,62,female,36020,master,5,sunbathing,1218,suburban,87,232,spring,0,0,0
34974,41,non-binary,53532,doctorate,0,sunbathing,3388,urban,126,115,winter,0,1,0
17881,59,male,117806,master,7,swimming,4205,suburban,49,182,winter,0,1,0
10955,56,male,107861,high school,2,swimming,549,suburban,2,155,summer,1,0,0
31837,41,non-binary,77540,high school,3,hiking,2177,suburban,110,94,summer,1,1,0
51145,24,female,31461,master,6,hiking,4983,urban,289,167,fall,1,0,0
49406,48,non-binary,102384,doctorate,7,sunbathing,2830,urban,3,45,fall,0,0,0
5170,62,female,38556,high school,3,skiing,3920,urban,241,164,winter,1,0,0
23775,62,female,71295,high school,2,swimming,1461,urban,154,124,winter,0,0,0
39206,64,non-binary,71896,bachelor,0,hiking,3316,urban,282,91,winter,0,0,0
1063,53,female,69665,bachelor,7,skiing,3806,rural,58,237,summer,0,1,1
39026,38,non-binary,104150,high school,7,skiing,1474,rural,237,233,summer,1,1,0
37977,38,non-binary,53630,bachelor,1,hiking,4027,urban,136,188,spring,0,1,1
28,61,non-binary,29865,bachelor,6,swimming,3940,rural,256,291,summer,0,1,0
48033,54,non-binary,102151,master,4,skiing,3684,urban,54,186,spring,0,0,1
12350,20,female,85200,high school,0,hiking,2361,rural,221,170,summer,0,0,0
27426,34,non-binary,111582,master,0,sunbathing,3309,suburban,251,143,fall,0,1,0
33945,21,male,37657,bachelor,4,sunbathing,3930,rural,285,258,spring,0,1,0
33219,62,non-binary,117891,master,5,sunbathing,1099,suburban,274,288,fall,1,1,0
25,50,non-binary,43152,master,3,skiing,3923,urban,243,161,summer,1,1,0
4484,55,male,63387,master,3,hiking,4366,suburban,137,239,fall,1,0,1
40983,53,non-binary,71510,bachelor,7,sunbathing,2991,urban,294,66,winter,1,0,0
26402,68,female,65945,high school,5,skiing,2994,urban,83,140,summer,1,0,1
38976,55,female,85589,doctorate,3,swimming,1183,rural,98,250,fall,0,0,0
18058,61,female,55098,master,9,hiking,4383,suburban,201,35,spring,1,0,0
31391,24,female,31405,high school,5,hiking,2344,suburban,94,199,winter,0,0,1
28150,18,non-binary,71468,bachelor,3,sunbathing,2391,rural,76,115,fall,1,1,0
12894,46,female,22775,doctorate,8,skiing,1195,urban,175,47,winter,1,0,0
5574,27,female,59650,doctorate,0,skiing,2429,rural,189,164,fall,1,0,0
35723,50,male,42394,bachelor,2,skiing,1901,rural,239,139,winter,0,0,0
7766,36,non-binary,97758,high school,8,swimming,804,suburban,8,250,spring,0,0,0
11800,42,male,93015,high school,5,sunbathing,4947,rural,241,35,winter,0,1,0
34749,53,non-binary,51989,bachelor,2,sunbathing,4637,suburban,39,240,fall,0,0,0
9501,27,female,110671,doctorate,1,swimming,3079,suburban,210,295,spring,0,0,0
30068,34,male,47914,doctorate,6,sunbathing,1155,rural,264,135,spring,0,0,0
14411,66,non-binary,88161,doctorate,5,swimming,2684,urban,284,78,summer,0,1,0
33857,36,male,88992,high school,4,hiking,535,rural,168,83,summer,0,0,0
20770,32,male,105376,bachelor,4,swimming,4464,rural,168,214,fall,0,1,0
22522,31,non-binary,45340,high school,4,swimming,2635,suburban,250,66,spring,0,1,0
39319,33,non-binary,62232,master,4,skiing,2502,urban,139,122,spring,0,0,0
9503,46,non-binary,57605,high school,9,sunbathing,2512,rural,197,122,spring,0,0,0
32726,44,female,84919,doctorate,1,swimming,515,rural,61,220,summer,1,1,0
21111,39,non-binary,20870,bachelor,2,swimming,593,rural,124,296,fall,1,1,0
13905,39,male,89397,master,4,hiking,1180,rural,78,66,winter,1,0,0
45995,58,male,43296,doctorate,6,skiing,1694,rural,156,162,fall,1,0,1
20335,30,non-binary,51789,high school,4,hiking,4052,urban,1,120,fall,1,1,1
32084,26,female,82111,master,0,hiking,2857,suburban,36,295,fall,1,1,1
10268,62,female,30325,master,3,skiing,988,urban,233,245,summer,1,0,1
29751,28,non-binary,118202,doctorate,8,skiing,2241,rural,220,3,summer,0,1,0
3369,59,male,77403,high school,3,skiing,2460,suburban,207,210,summer,0,0,1
2466,25,female,74865,high school,9,skiing,4279,urban,96,210,summer,1,1,1
3556,47,non-binary,22030,high school,6,hiking,3373,urban,261,49,spring,1,0,0
16615,61,non-binary,30892,master,7,swimming,3791,rural,280,132,spring,0,1,0
664,31,female,28056,master,1,swimming,3072,rural,183,225,summer,0,0,0
46243,49,male,57888,master,6,skiing,2179,urban,68,22,summer,1,0,0
21745,68,female,80656,high school,3,swimming,4802,rural,28,232,fall,1,0,0
37945,30,male,103115,doctorate,7,sunbathing,2149,rural,65,286,winter,0,0,0
18741,18,female,27580,high school,9,sunbathing,3459,urban,59,213,fall,0,1,0
3876,35,male,41455,bachelor,8,swimming,2918,rural,47,66,summer,1,0,0
32438,34,non-binary,117745,doctorate,4,skiing,4587,urban,288,114,fall,0,1,0
23067,20,female,57766,high school,3,skiing,4791,rural,282,91,summer,1,0,0
49344,47,female,110578,master,1,skiing,1232,urban,65,146,spring,1,0,1
50655,34,female,37694,high school,6,skiing,1294,rural,198,165,winter,1,1,0
42307,25,non-binary,41730,master,9,hiking,3690,urban,3,188,winter,1,1,1
11789,65,female,88085,doctorate,6,swimming,1061,rural,5,11,spring,1,0,0
2725,37,female,43258,master,2,swimming,1887,suburban,293,129,winter,1,0,0
48842,51,female,106012,bachelor,4,swimming,4689,urban,273,110,spring,1,0,0
9138,62,male,91265,master,8,sunbathing,1364,rural,50,235,spring,0,0,0
5805,33,female,56104,high school,7,sunbathing,2370,suburban,37,177,winter,0,0,0
27730,27,female,32888,bachelor,8,skiing,4323,urban,6,226,summer,1,1,1
11486,57,male,64871,bachelor,2,hiking,3943,rural,271,15,summer,1,1,0
46984,23,non-binary,60752,bachelor,7,skiing,3079,suburban,44,103,spring,0,1,1
7301,33,male,116819,master,9,sunbathing,4829,suburban,167,205,fall,1,1,0
36101,55,female,54919,bachelor,2,sunbathing,1421,urban,280,1,spring,0,0,0
36373,45,non-binary,22854,high school,6,sunbathing,1510,suburban,58,45,fall,1,0,0
37055,42,non-binary,47436,bachelor,6,swimming,2480,urban,220,164,fall,1,0,0
35332,26,non-binary,59142,master,6,hiking,3166,suburban,288,45,summer,0,1,0
38751,18,female,67499,master,8,skiing,4359,suburban,179,16,summer,0,0,0
33815,65,male,26665,bachelor,8,hiking,4174,urban,44,275,winter,1,1,1
14872,31,female,80784,master,1,skiing,4856,suburban,161,167,summer,0,1,1
34885,19,female,80338,bachelor,0,sunbathing,1846,suburban,130,175,summer,0,1,0
36055,59,non-binary,86794,doctorate,1,hiking,1481,urban,170,194,winter,1,0,1
8816,66,male,78194,doctorate,4,sunbathing,1379,urban,137,253,summer,0,1,0
21900,44,male,36669,high school,0,swimming,3463,urban,96,229,spring,0,0,0
31038,42,non-binary,110812,master,6,skiing,652,urban,112,144,spring,1,1,1
31166,35,non-binary,36862,high school,1,hiking,3164,urban,19,96,summer,1,1,1
37886,59,male,47791,high school,4,hiking,4043,urban,246,264,summer,0,1,1
11692,46,male,92921,master,7,skiing,1451,suburban,52,180,spring,0,1,1
27232,45,male,99869,master,7,skiing,948,urban,68,36,spring,1,0,0
49532,59,non-binary,96827,doctorate,6,hiking,1003,suburban,260,115,fall,1,0,0
19071,33,non-binary,76743,doctorate,7,skiing,4399,suburban,255,76,winter,0,1,0
51195,52,male,109932,doctorate,6,sunbathing,507,rural,210,89,winter,1,1,0
14277,68,non-binary,116083,doctorate,5,hiking,3285,rural,75,120,summer,0,1,1
31042,30,male,54034,master,1,skiing,715,suburban,22,279,winter,0,0,1
33802,48,female,115415,high school,0,sunbathing,589,urban,146,220,winter,0,0,0
12858,58,non-binary,114135,bachelor,3,skiing,1662,rural,124,174,spring,1,0,1
18824,49,female,62376,master,1,hiking,3641,urban,238,231,summer,0,0,0
31540,48,female,104574,high school,0,skiing,4752,rural,231,27,winter,1,1,0
3561,57,male,61345,master,8,skiing,2856,rural,273,165,fall,0,1,0
21828,33,male,69734,high school,9,skiing,2221,urban,222,179,spring,0,0,0
10509,41,male,41335,high school,1,hiking,2283,urban,187,115,spring,0,1,0
7834,27,female,23607,master,6,skiing,4102,suburban,103,100,summer,1,0,0
12136,50,female,79971,bachelor,8,skiing,801,suburban,247,228,spring,1,0,0
38267,53,male,41800,doctorate,9,hiking,1570,rural,122,113,fall,0,1,0
8223,69,non-binary,47164,doctorate,5,skiing,1079,suburban,107,289,fall,0,1,1
11583,37,male,76648,master,9,swimming,4843,urban,140,107,winter,0,1,0
49971,46,non-binary,98680,doctorate,7,hiking,4666,urban,73,282,fall,0,0,1
42296,18,female,115259,high school,7,skiing,4688,suburban,193,211,winter,1,0,1
22598,57,non-binary,23687,master,7,skiing,1664,rural,29,141,winter,1,0,1
21776,67,female,102105,bachelor,6,hiking,4374,urban,210,271,spring,1,1,1
8087,31,non-binary,45188,bachelor,2,sunbathing,1964,rural,290,156,fall,1,0,0
11996,20,female,96711,doctorate,7,sunbathing,1675,suburban,122,49,summer,1,1,0
11240,65,male,111088,high school,6,skiing,2651,rural,258,207,winter,0,1,0
35609,59,female,41624,high school,2,sunbathing,716,suburban,151,89,fall,0,1,0
20103,57,male,31049,master,3,swimming,4880,urban,190,207,fall,0,0,0
28725,64,female,82003,bachelor,1,hiking,3868,urban,82,209,winter,0,0,1
49895,64,male,78158,master,6,skiing,3194,rural,73,53,fall,0,1,0
457,60,male,86610,high school,5,sunbathing,807,suburban,38,185,winter,0,1,0
46345,50,female,31582,high school,9,hiking,3022,urban,115,172,summer,0,0,1
43211,54,male,94298,master,0,skiing,1915,suburban,204,94,fall,0,0,0
27738,45,female,45563,bachelor,3,hiking,3710,urban,39,256,summer,0,0,1
12549,53,male,62183,master,2,hiking,2151,suburban,263,186,summer,0,0,0
9032,48,non-binary,93005,bachelor,1,hiking,2797,suburban,184,268,fall,0,1,1
29843,41,male,31897,doctorate,0,sunbathing,1190,urban,67,194,summer,1,0,0
43221,55,non-binary,92556,master,3,skiing,2774,urban,291,196,fall,0,0,0
35271,42,non-binary,85004,bachelor,7,hiking,4089,suburban,161,67,summer,1,1,0
7134,42,female,101779,doctorate,3,skiing,4029,urban,7,36,fall,1,1,1
1852,68,non-binary,59889,doctorate,2,hiking,4301,suburban,84,47,spring,0,0,0
16965,65,non-binary,72278,doctorate,0,swimming,4741,rural,87,217,fall,1,1,0
12179,19,male,110308,bachelor,4,skiing,3573,rural,180,167,fall,1,0,0
13942,39,male,85466,master,8,hiking,1590,urban,40,172,spring,1,1,1
23449,48,male,70877,doctorate,8,hiking,1281,rural,81,56,winter,0,0,0
5050,65,non-binary,88520,master,7,skiing,3734,urban,194,267,summer,0,0,1
32924,69,male,85147,master,9,swimming,2380,urban,281,104,spring,1,0,0
25455,28,non-binary,94049,doctorate,9,sunbathing,2547,rural,89,116,spring,1,1,0
32753,35,female,62952,high school,3,skiing,1387,urban,83,163,winter,0,1,1
25739,47,male,62669,bachelor,3,swimming,4246,rural,281,269,spring,1,0,0
5107,21,male,111878,high school,8,hiking,1467,urban,130,37,fall,1,0,0
24394,27,non-binary,20601,master,6,hiking,3407,rural,150,89,spring,1,0,0
29134,18,male,95817,high school,0,skiing,1848,rural,75,190,spring,0,1,1
34279,67,female,42842,bachelor,4,hiking,1089,rural,191,26,summer,1,1,0
42584,27,female,66818,high school,7,skiing,3616,rural,110,282,summer,0,0,1
3625,37,female,85455,master,2,sunbathing,1270,rural,147,48,summer,1,0,0
24086,54,female,106564,master,2,sunbathing,4531,suburban,298,100,winter,1,0,0
38527,30,non-binary,50940,doctorate,4,swimming,1681,suburban,280,61,summer,1,1,0
49822,44,non-binary,45491,doctorate,5,swimming,2602,rural,268,215,fall,0,1,0
21329,66,non-binary,101584,bachelor,8,hiking,2592,urban,183,271,summer,1,0,1
7706,68,male,101206,doctorate,5,hiking,538,suburban,279,269,spring,1,0,0
11479,46,non-binary,98025,bachelor,6,hiking,3289,rural,183,282,spring,0,1,1
29405,53,male,21216,high school,3,sunbathing,1389,urban,56,187,winter,0,1,0
1294,43,male,105246,high school,8,sunbathing,2806,urban,220,255,summer,0,0,0
48617,28,non-binary,31995,doctorate,5,sunbathing,3357,suburban,30,57,spring,0,1,0
44652,32,female,64647,doctorate,4,hiking,926,rural,117,15,winter,1,0,0
2458,65,male,96013,high school,7,hiking,2949,suburban,247,17,spring,1,1,0
31104,20,female,114583,bachelor,6,hiking,4389,suburban,94,190,winter,0,1,1
6111,30,non-binary,25252,high school,2,sunbathing,2148,suburban,279,90,spring,1,1,0
10062,45,male,40754,doctorate,9,sunbathing,1503,rural,17,253,fall,0,0,0
13909,37,female,83575,doctorate,3,sunbathing,4610,suburban,6,58,spring,0,0,0
35638,62,non-binary,43068,master,9,sunbathing,2365,rural,83,126,summer,0,1,0
7230,24,female,49738,doctorate,3,sunbathing,4267,rural,157,139,spring,1,1,0
46471,52,male,99664,doctorate,6,skiing,1395,urban,15,38,summer,1,0,1
41881,24,female,93336,master,9,sunbathing,1036,suburban,25,74,summer,1,0,0
44674,59,male,51374,high school,3,hiking,4270,urban,107,33,spring,0,1,0
44920,54,male,58987,doctorate,9,sunbathing,776,urban,156,66,winter,1,1,0
36789,28,non-binary,27810,master,5,hiking,3581,rural,78,146,spring,1,0,1
52327,20,non-binary,105755,master,1,hiking,4539,rural,122,226,spring,1,1,1
18808,47,female,94064,doctorate,7,skiing,4237,rural,182,140,summer,1,1,0
42840,22,female,61390,high school,8,swimming,3972,rural,141,87,winter,1,0,0
30069,66,male,75706,master,4,hiking,4690,urban,222,2,summer,1,0,0
17512,25,female,37217,master,1,skiing,2357,urban,293,112,winter,0,0,0
26283,58,female,64296,high school,0,hiking,4291,suburban,196,212,winter,1,1,1
8804,42,female,69771,bachelor,0,swimming,4928,suburban,221,101,fall,0,0,0
15874,49,female,101282,bachelor,9,hiking,728,urban,70,89,spring,0,1,1
21995,55,female,48362,bachelor,6,hiking,1525,suburban,287,132,summer,1,1,0
35512,47,female,50394,high school,3,sunbathing,3900,rural,270,267,spring,0,0,0
191,56,female,83980,master,7,sunbathing,964,rural,44,66,spring,1,0,0
16299,20,male,84531,high school,6,skiing,1619,suburban,298,279,spring,0,0,0
38108,55,male,20159,doctorate,2,sunbathing,566,urban,55,164,spring,0,0,0
17223,60,female,116520,high school,8,hiking,3117,urban,76,249,winter,0,1,1
42630,63,non-binary,34970,bachelor,2,sunbathing,893,urban,32,271,summer,1,1,0
30354,38,female,52261,high school,8,sunbathing,3390,rural,31,179,winter,0,0,0
3202,46,non-binary,77504,master,0,skiing,3305,rural,160,30,spring,1,1,0
32387,19,male,112675,master,2,hiking,2149,urban,134,2,winter,1,0,0
22282,48,non-binary,66180,doctorate,1,hiking,4719,rural,273,12,summer,1,0,0
4482,22,non-binary,58643,doctorate,5,skiing,4346,rural,15,8,fall,1,0,0
47935,45,female,99646,bachelor,6,sunbathing,1430,suburban,84,60,fall,0,1,0
19708,24,non-binary,71228,master,1,sunbathing,4966,urban,256,253,summer,0,0,0
37336,68,non-binary,90405,high school,7,skiing,3809,suburban,22,193,summer,1,0,1
43229,27,male,110548,high school,3,hiking,4887,rural,65,256,fall,0,1,1
47770,61,female,28264,doctorate,9,skiing,3014,urban,154,176,summer,0,0,1
25549,27,non-binary,57540,doctorate,3,swimming,709,suburban,266,158,spring,1,1,0
19987,25,male,101587,bachelor,8,hiking,2277,suburban,213,87,fall,0,0,0
22028,28,non-binary,37142,high school,2,swimming,3047,suburban,96,24,summer,1,0,0
19916,52,male,111559,master,6,sunbathing,4415,rural,139,248,fall,0,1,0
42353,48,female,91175,bachelor,6,swimming,3314,urban,223,177,spring,1,0,0
37725,61,female,97171,bachelor,6,hiking,1641,urban,86,216,fall,1,0,1
17472,28,non-binary,76014,bachelor,1,sunbathing,4099,urban,0,23,summer,1,0,0
22701,21,male,101838,doctorate,0,skiing,4558,urban,109,151,fall,0,1,1
48404,67,non-binary,81014,bachelor,8,skiing,3084,urban,193,47,summer,1,1,0
8693,63,male,48360,master,9,hiking,1237,suburban,106,171,spring,1,1,1
37452,60,non-binary,44815,doctorate,9,sunbathing,3083,urban,146,65,fall,0,0,0
8975,28,female,81767,bachelor,0,skiing,1188,urban,80,31,fall,1,1,0
29045,52,non-binary,39325,high school,3,swimming,4658,suburban,25,96,summer,0,0,0
2993,63,male,72774,doctorate,1,hiking,3881,rural,267,208,summer,0,0,0
9060,65,female,66841,doctorate,6,swimming,1558,urban,252,144,summer,1,0,0
47049,55,male,119192,master,5,swimming,801,rural,169,102,fall,1,0,0
34384,34,male,58003,doctorate,8,hiking,3213,urban,62,281,fall,1,0,1
23061,36,male,60656,doctorate,7,sunbathing,1919,rural,35,248,fall,0,1,0
33023,18,male,56045,doctorate,9,skiing,2474,rural,7,99,spring,0,1,1
35014,65,non-binary,85774,master,6,skiing,4261,rural,149,230,summer,0,1,1
51173,33,non-binary,45746,bachelor,2,swimming,3481,urban,15,261,spring,0,0,0
39130,33,female,85045,doctorate,7,swimming,4618,rural,247,73,winter,1,1,0
35143,42,male,57278,doctorate,5,skiing,1699,rural,99,38,winter,1,0,0
43424,25,female,62178,bachelor,4,swimming,2524,suburban,66,225,winter,0,0,0
49070,34,male,82142,bachelor,6,hiking,665,suburban,44,196,fall,0,0,1
19579,68,male,75210,doctorate,4,swimming,3413,urban,278,72,winter,1,1,0
37980,23,male,40240,master,5,sunbathing,2443,urban,154,28,spring,0,0,0
29339,67,female,57574,high school,4,sunbathing,4895,rural,254,117,winter,1,1,0
24501,49,non-binary,85139,bachelor,8,skiing,3126,urban,101,292,fall,0,0,1
49894,32,male,73938,bachelor,2,sunbathing,1923,urban,238,93,fall,1,1,0
22321,59,non-binary,77043,doctorate,3,sunbathing,2994,urban,189,273,summer,1,1,0
38180,55,female,110231,high school,2,swimming,3752,suburban,240,160,spring,1,1,0
33617,54,non-binary,119278,bachelor,7,swimming,3421,urban,119,286,spring,1,1,0
11984,43,male,36002,high school,5,sunbathing,4502,rural,105,217,summer,1,0,0
10210,23,female,64637,master,7,sunbathing,784,rural,43,131,winter,0,0,0
43951,53,male,33700,high school,9,swimming,2309,rural,251,119,summer,0,1,0
24350,66,non-binary,76817,doctorate,5,hiking,2077,urban,246,100,fall,0,0,0
27354,52,female,119716,master,2,hiking,2517,suburban,75,169,spring,1,1,1
5136,37,non-binary,40999,doctorate,7,hiking,3058,rural,101,148,summer,0,1,1
34719,41,non-binary,83295,master,3,swimming,2508,urban,277,288,spring,0,0,0
17145,21,non-binary,53426,high school,3,sunbathing,3677,rural,18,183,spring,1,0,0
27235,64,male,28002,bachelor,5,hiking,4096,rural,284,130,winter,1,1,0
35341,37,female,107390,high school,7,hiking,1851,suburban,42,57,spring,1,0,1
21536,41,male,98589,doctorate,1,swimming,4675,urban,77,247,spring,0,0,0
5756,57,non-binary,91724,master,3,hiking,4622,rural,211,194,fall,0,1,0
46819,38,non-binary,94966,bachelor,6,sunbathing,605,urban,86,8,fall,1,1,0
803,62,female,26720,bachelor,6,sunbathing,4165,urban,267,279,fall,0,1,0
36638,41,non-binary,112777,master,9,sunbathing,2937,rural,293,261,fall,1,0,0
19417,26,non-binary,29233,high school,7,swimming,4239,suburban,62,14,winter,0,1,0
13915,36,non-binary,37381,bachelor,1,sunbathing,2427,urban,135,173,winter,0,0,0
